,comment_body
303,Thanks Kristine! And I do see myself having a management position in the future. I think one of my strongest assets is my ability to lead people.
304,I like your story Alex!
305,I really do!
306,I noticed that my other team members had no problem speaking with him so I picked one who would understand why I was asking this of her as well as willing to ask him to complete tasks. It was only a summer semester but if it had been longer I would have sat down with him to create a resolution
307,This is a comment
308,Is this comment under the pending tab?
309,Nice profile
310,Can you see this?
311,But you can't see this?
312,Hey this is a comment from 2/23
313,Thanks for adding your thoughts here Joanne.  How have our sessions at the school met or challenged your expectations?
314,Hi thank you for the comment. Are you the only one who are responsible to make comments?
315,That's a great quote!
316,This seems like it was a great experience. I encourage you to think about how debating someone in a professional manner can stretch across your career opportunities. It is a tough skill to master but allows you to grow professionally.
317,I love animals...what have you learned?
318,Which one are you?
319,@Catherine Hall - 4th from the left!
320,Nick this was awesome!  Thank you!
321,Very cool!
322,I like it  It's clean an it's ongoing
323,Very insightful!
324,Thank you for sharing this Kristine.  To be fair I'm not sure I've found myself at 33. Life especially when you are ambitious is a trial in learning and perseverance.  My family didn't understand why I chose to get a Masters degree or move around the country repairing broken school systems.  They saw the immediate need for me to be safe and secure.  What you are proposing is brave and 1 skill you will want is the ability to ask for help.  Not from a place of weakness but rather self-awareness. TY
325,Very interesting!
326,Thanks!
327,Dominic I am so happy to read your story and know why you like cars so much.  Always have curiosity on everything. Stay hungry stay foolish.
328,That was an awesome story Dominic! It's awesome to hear about how you could  connect with you grandfather.
329,Chloe I am glad that you find another interest. Having and learning more skills will do no harm to your future career.
330,Barry though people say video games are bad for children because they make you addicted to virtual world I believe that video games help you be more creative. I am so happy for you.
331,I am excited for you! i am very glad that you are taking up this leadership role. I know you will do exceptional!
332,I am so glad you enjoyed your time in Spain. Getting to experience another culture is a very fulfilling experience!
333,That's a great lesson to take away from your experience Chloe. We all need things that bring joy to ourselves. Keep up the good work!
334,France is a very beautiful place. I have been there a couple of times with my family. French is one of the  three languages i speak. I know you will have fun with your family.
335,Hey Barry its great to see that you got through your presentation. Confidence is key good job!
336,I am glad you are a part of the band. I look forward to hearing you perform. Let me know the date of your first performance
337,Autumn I am sure that you have done well in your swim competition no matter what place you got. Every one of you should learn that the most important thing in your life is not reputation nor prizes but friendship experience
338,You or others in your network can comment on your entries. Professors could leave feedback on your experiences or entries as well as other students.
339,Nice ATV! I also have one. Had a very similar situation.
340,I'm done
341,Nice boys have a nice afternoon today
342,yaaaaaaassss
343,I love swimteam
344,You spelled course wrong.
345,I've
346,cute photo :3 and I'm impressed
347,Some of the periods need to be commas.
348,maybe you could add more sentences to your first entire
349,Hey this is good.
350,Add more to your color run add more detail
351,I think your a sweet girl Carley. I loved this post because this reminded me of how much I love to help my mom whenever I can or if I have time to. Thank you.
352,add periods
353,You forgot the space between the words each and other
354,I like this entry the best because I feel like you expressed yourself the most.
355,Thank you for saying I think that is very nice of you
356,Capitalize the I s
357,add more paragraphs
358,put space after period
359,Good paragraph.
360,You need a comma between interest and I
361,Make it longer please.
362,capitalize i's
363,I am very sorry but I think that what you did was great.
364,Add the word out after help.
365,I love the detail
366,I go there too
367,I liked them. Maybe explain a little more.
368,it could be a good paragraph if it was longer.
369,I think that you should add more of a reason about why you like sports and I like how it tells me all of the sports that you do.
370,I also help tutor in 6th grade.
371,You broke a bone in Mexico? Cool.
372,i think that you need to be more descriptive with your color run piece.
373,I like how you show your enjoyment in the sport you play.
374,I go to a youth group in pvyc
375,You should be more specific
376,I love the topic!
377,I liked the detail.
378,I like the way you still have fun even if you don't win.
379,I like gaming to my life is on my Xbox.
380,This is an impressive paragraph. Good job using details!
381,Helping the community is cool.
382,I can relate
383,change the we plz
384,You need more in your paragraph
385,good job
386,I had lots of fun at your Mini-THON! I enjoyed reading more about what you guys accomplished
387,I love to draw as well
388,competitions
389,You still need two more entries. But good start to your first entry.
390,This is a great paragraph but there was a spelling error and some info didn't make sense.
391,where you ride..
392,Maybe mentioning memes isn't the greatest idea. I love memes as well as the next guy but maybe some professional photoshops would be more appropriate?
393,how was your  first experience?
394,This looks good...will be nice if in 2-3 years you actually achieve your goal.
395,to many lower case I s
396,"You said """"teh"""" instead of """"the"""""
397,This a great post!
398,More sentences!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
399,watch for ' this in you conjunctions
400,MORE CONTENT
401,Needs way more details and description. Need a picture. This is not a paragraph this is one sentence.
402,"You missed 'I'. The only things I find wrong in this is that the paragraph is too short and that it should be and I am"""" instead."
403,Good
404,Change the title maybe
405,Sometimes I play basket ball with my friends and you did a good job on writing and explaining
406,That is very nice on how you help your dad a lot.
407,Capitals and more sentences.
408,need a different picture
409,Nice
410,i did the same thing but with first graders.
411,WOW good job
412,some misspelled words
413,I think this entry is good to go. I think you should change your top photo. Having the same picture as your profile is kind of boring.  Nice job on entry. Just need 2 more.
414,thats very nice of you maddie :3
415,Thanks : )
416,Nice owkr
417,Sorry I meant to say nice work. It was a pretty impressive event.
418,more like intriguing start
419,this is not giving me much information
420,"It's """"I'm"""" not """"im"""""
421,i'm
422,Misspelled strong
423,No I did not.
424,Misspelled amazing
425,Add a little more about what this taught you.
426,Misspelled project
427,Misspelled interview
428,"Whats """"aloud"""" mean"
429,you said cheer twice in a scentence and it did make scence
430,Misspelled Singing
431,Misspelled couple
432,"Cap. """"I"""""
433,Misspelled Chorus
434,You did cheer twice maybe change one
435,you are learning in your title wrong
436,Not three sentences
437,capitalize I
438,you spelled broke wrong
439,~Add more information
440,right
441,really
442,vehicle is spelled wrong
443,Capital on Motocross
444,period after kawalla.
445,Could you write a little bit more.
446,Teamwork
447,you said my and didn't add anything after it
448,"Check your """"I"""" and periods."
449,misspelled there;s
450,It should not be all bold and italics.
451,Make a capitol R in rodeo
452,add you are
453,Learning Things Fast
454,Need to capitalize Penns Valley Rams
455,misspelled spirit
456,communicate
457,misspelled there's
458,dog
459,neighbor
460,no need to say animal sit.
461,and I
462,two times a day
463,don't
464,Maybe put this into something you do.
465,won't
466,job
467,does
468,Not necessarily a good thing. A person who looks at this may think you like to correct people all the time. This can get to be annoying.
469,new mulch back in maybe?
470,The embers have been stirred!
471,Interesting
472,Great entry
473,Cool
474,Welcome to the team man. I come in every Monday Wednesday and Friday. Maybe I'll get to meet you one of those days.
475,This was interesting to read. Its good that you found your own path and motivation to get into your field.
476,I am in the same boat man. I literally just go to classes go to my internship and do homework. #SeniorYearStruggles
477,Dope story man sounds interesting and I'm sure you gained a lot from that experience.
478,Sounds like a cool experience you still might need a chiropractor though. #OldManBack
479,Sounds interesting man.
480,I like the story a lot man sounds interesting and I can relate. I worked a few construction jobs in the past where I felt inexperienced; I know that feeling of doubt going in. Cool Story man!
481,Great entry!!
482,sweet!
483,I agree Darrin. It was nice to see the kids working together.
484,Very interesting idea.
485,I think this needs to have an introduction so your audience a future employer or university has some background to your comment.  For example:  'Throughout my high school years I have taken several fine art courses like Drawing.  In my Drawing I course I ....
486,This is really good Good job!
487,I liked how you used a pink colored paper instead of just a plain white paper it makes the portrait stand out. ;P
488,Nice work!
489,You were very kind hearted as a kid. Its also cool you were on the news B)
490,Thanks for reading. Writing these entries for you viewers is the best.
491,Nice post
492,It is great that you are showing initiative! Keep up the good work.
493,In addition to this I'd like to recommend all readers to read more about the Celtic holiday we know as Halloween. The events that occurred and lead up to the one we know are all very interesting.
494,Cute characters. This drawing was well done. Each character has their own characteristics and the color palette you chose fit your art style perfectly.
495,Great choice. Calla Lily is a beautiful flower and so is the art work. Well Done.
496,They can be very inspiring
497,I just bought a new north face jacket. Hopefully it keeps me warm enough.
498,Yeah that was cool!
499,I agree!
500,Hi Abigail ;0;2017-11-06 15:07:01
501,No way jose
502,I like the attention to detail of the eyebrows and the eye but the irises could have a bit more detail to make this image more realistic.
503,Thanks for the nice story. Keep them up!
504,Future leaders of America
505,Challenges that take time to complete really help you build patience which is a valuable trait to have.
506,No
507,If you go move at the speed of sound then you are moving at a super Sonic speed not 'lite/light' speed.
508,Interesting idea!
509,Great to see a self-starter! That's the sort of stuff we like to see in college or the workplace. Your initiative will accomplish great things. Keep up the good work!
510,Thanks for the feedback Mr. Day. I appreciate it!
511,hee
512,yes
513,Great post!
514,You're welcome!
515,Also I think a picture would be a fun addition that would bring your story to life!
516,Factssssss
517,I hope you were able to learn a lot about project management while being collaborative and results-driven!
518,Sounds exciting SJ! Enjoy your trips :) I hope you see a lot of new things and learn a lot more!
519,Glad to hear you're enjoying your college life a lot more after switching! What do you love about IST and how did you see yourself change in the past year of you switching?
520,Cute. I see what you did there. Great post!
521,Great aspirations! Keep on it!
522,Keep on it!
523,I think its great you want to work on skills that are learned and not measured like soft skills. Keep us updated on your progress.
524,I think that keeping timelines are important to keep projects on track. Good luck with handling obstacles!
525,That sounds like a really good goal this summer and it seems like this would be the perfect place to accomplish that.  I get the feel that here at Surge they will give you the help you need in order to start get going on your project.  I’m kind of curious to see how it will turn out.
526,I'm also double majoring in one of the business major and IST too and was totally able to relate to your reflection. I really like how you started with something you are good at then moving on to the next step with your passion.
527,can definitely relate to the feeling of not knowing what to do or major in when entering college. Double majoring seems like it would be difficult especially because it is IST and accounting. It seems like you have a really good grasp on it though! Finding something you enjoy like SQL seems like it helped a lot...I need to find something I enjoy like that for myself.
528,I see you definitely learn the environment and be a good coworker with others. Keep up the good work!
529,I agree with you that communication is very important in the full time work field. I am also trying to improve in that skill during this internship and plan on doing so by communicating with every intern as much as possible.
530,Building up my Communication skills is probably the skill I want to improve upon the most this summer too.  I agree that one skill that isn’t really taught in school is how to have good communication skills with a client.  So through this internship I’m hoping that I’ll be able to refine these same skills.
531,I agree that communication is a skill that individuals will need to work effectively in a group environment. Through this summer I also intend to work effectively in a team environment through communication. When giving an insight of what possible solution there are towards a project it is best to understand every individual idea and allow them to share it. I also look forward to working with you during the summer internship.
532,Word press seems interesting I think learning it along with wore frames will be very valuable. This team environment will also be good in helping achieve your other goals.
533,Hello! I hope you are able to complete this goal this summer. It is very important to have a voice in meetings and conversations and this skill plays a big roll in any professional fields.
534,Hi ! I agree that communication is one of the important skill to have in order to be successful in your team. I think this internship can really help you to be more engaged and also develop a better communication skills.
535,I agree that it is important to have a great communication skill others feedback are also the critical role to improve communication skill. I hope to have a great teamwork with you and improve goals together.
536,I like how you plan to take baby steps instead of trying to tackle it all at once.
537,I think you have really good goals and that you can accomplish them in this environment since we are all on the same level and have open minds to new ideas
538,I think those goals are very good to have. I too am going to try to learn WordPress and get a better understanding of its creation process.
539,I have not considered communication as part of the goals that I wanted to include as part of my summer goal. However reading your post has encouraged me to add communication as part of my summer goals as well.
540,I really like how you didn't give up after a rough year and you ended up bouncing back and excelling to where you are today.
541,I was in a similar place to you last year. I was content with my job and my course in life so I didn't worry too much but this year has really opened my eyes to professional business development that I never had the chance to experience before.
542,Sounds really interesting and like it was a great experience!
543,Your 2017 summer experience sounds so much interesting. Especially the world we live in such an adaptability to fast changes is greatly appreciated. In addition it's great that SURGE extends your experience with design as it is not direct interest of mine.
544,Hi Justin (Best friend :)) !! I'm so glad you found an internship for this summer and happy that we're working together. I hope that this internship teaches us many helpful things and help us to grow.
545,I'm glad that you found what you enjoy the most. Majority of people is not fortunate to go through such an experience. It indeed strikes them at their later stages of life. However I urge you to still keep exploring different fields of study as you might find even more fitting one.
546,Hi Manae!! Wow!!! Your story about joining a sorority and the experiences you gained from it sounds pretty amazing. I'm also in a fraternity that is also Asian-Interest so I can relate well to your experiences joining Greek life. From my own experiences in Greek life I've had the amazing opportunity to meet people from all over and learn leadership among other valuable skills.
547,Hope you enjoyed this comment BEST FRIEND
548,Hey Jeff I think you experiences learning and transitioning into a professional world are key to success. The transition isn't always as clear cut or as easy as we may think it is. Keep it up!
549,The internship in China sounds like it was also a good experience. That internship along with this year at Surge should help you build for your career.
550,That's really good to hear that you were able to manage working and attending Penn State while managing to achieve your goal of obtaining your desired GPA.
551,Around this time last year I was in the same boat as you while working at a local carwash. I'm happy that we have achieved our goals of obtaining an internship doing something we love.
552,Nothing wrong with making some money in the summer. Im glad to see you have developed professionally.
553,That sounds like an awesome opportunity.  You don’t see a lot of people who are in the IST major working for fashion design companies.  It also sounds like you got a lot of good experiences through this internship too.
554,Sounds like you are learning some professional skills!
555,Like you I once was not ready for the field I would be working in and this last year has really developed me professionally as well as within my field of study.
556,It's really good to know that you learned so many things and still trying hard to learn new things.
557,It is great that you realize what you are short on and now trying to learn and overcome your shortcomings.
558,Working in a design company in South Korea sounds like an amazing experience. It is great that you can incorporate the skills you learned in college to a business environment. Although I do not have any past experience I am hoping during this internship I will be able to apply the information I learned through my college experience to the work environment.
559,Sounds like a great experience!
560,Hey Alex I think your post is an accurate depiction of the escape room. I really enjoyed being on a team with you and shared in your competitive spirit.
561,Sounds like you are learning a lot! Keep on it.
562,Hi Manae! I'm a little confused on what projects you are referring to especially since we're all working on multiple ones. If you have any questions feel free to always reach out to Kristine team leads or head interns. P.S. Hi best friend!!!
563,Teamwork was definitely a huge factor in the escape room.
564,Hey Jeff I agree with your comments about how we work in a professional setting. Escape the Room provides a more situational view of how we interact and how we think.
565,That sounds like not only a really cool experience but also a really good learning experience too.
566,Very valid points. I think that communication is key!
567,Glad to have you! I find the environment to be very open and innovative.
568,I agree communication makes group work a lot easier. The teamwork aspect is a unique part of this internship and makes it more enjoyable than other internships may be.
569,Very good work!
570,That's great Subin! Communication is key in a team based environment and yields better teamwork and results.
571,Wow man very nice. It is great that you had experience in other fields other than tech!
572,:D
573,That sounds like a pretty cool volunteer experience.  I can imagine that being a Sunday school teacher could sometimes be frustrating it was probably pretty interesting though.
574,That’s definitely an interesting experience.  That had to be really difficult considering you guys didn’t speak the same language.  After this event did you ever learn more Czech?
575,Prototyping is great skill to have at hand as a project is only as valuable as the prototype that it set the precedent for.
576,111
577,Hello Michael
578,Hi Michelle.
579,WASSUP
580,Sounds like a process you don't want to mess up. I might need to call you for some help when I need to change my oil.
581,Great to hear your management of challenges. I had the same issue with figuring out clients' exact needs.
582,Wow! That seems like a tasking project to manage and on top of that having to get the audience to interact more.
583,Hello I'm not sure if I miss Puerto Rico but I would definitely like to go back to see how things are now because most of my memories are of when I was young so I cannot remember much. I do have some fond memories of Puerto Rico so I cannot say if I prefer the US or not. I do like the US a lot because there is a lot more diversity different cultures and opportunities than there would be  in Puerto Rico. Puerto Rico was simple because I grew up around an area that was not very urban.
584,Have you ever experienced a strictly academic failure?
585,Alex Thank you for sharing your volunteer experiences.
586,Justin ;0;2019-01-02 18:47:32
587,Lacey How original and fun! Thank you for sharing.
588,Simon I often wondered why some peoples' results were spot on and others' were no where close to being correct. Hmmm...interesting?! Thanks for sharing.
589,"Simon Thank you for taking the time to give selflessly and for honestly participating in this volunteer """"activity""""."
590,Kristen Hmm...Those are interesting results. As many of your peers have mentioned and I agree we all posses traits and characteristics of each of the four houses.
591,Pierre ;0;2019-05-08 18:39:47
592,Excellent choice of image!
593,Max Excellent choice of graphic!
594,Eric Creative title! Well done.
595,Isha I love this image. It is absolutely beautiful. Way cool.
596,Shawn Your titles are exceptionally creative and relative! Bravo.
597,thanks!
598,Great Post!
599,YES!
600,Yes!
601,cool
602,Shawn ;0;2019-05-17 19:00:48
603,Shawn Again your writing ability is quite impressive.
604,Well done
605,https://www.tate.org.uk/whats-on/tate-modern/exhibition/unilever-series/unilever-series-ai-weiwei-sunflower-seeds
606,Gillian I absolutely love that you are open and honest in your conversations and reflections. I too failed my driver's license test. Not once but twice. And...like you
607,Piyan Wow! What a cool piece. Thanks for sharing the link.
608,Kudos!
609,Max Great! Thanks.
610,Wowowowowowowowowowowowowowowowowowow
611,VERY GOOD MAX
612,And that's the truth!
613,AYYEEE CHEF RIHAD YOU DA MAN BRO
614,John Thanks much for taking the time to share your expectations with regard to yourself the projects and the internship in general. As a reminder this platform was designed to help you find the pathway that fits your own unique passions and skills. This space is free from judgement and will allow you to be your authentic self!
615,Rachel Thanks much for taking the time to share your expectations with regard to yourself the projects and the internship in general. As a reminder this platform was designed to help you find the pathway that fits your own unique passions and skills. This space is free from judgement and will allow you to be your authentic self!
616,Tevin Do you have a picture or video of you at any of the homecoming festivities?
617,Not of myself but I took a photo of the parade on snapchat if that's okay?
618,You're doing a fantastic job managing all of these projects!
619,Yes that works.
620,Awesome finding in yourself to be better!
621,Companies tend to be biased on how they recruit people. No need to worry! Make connections and network!
622,I also enjoyed the Escape Room.  It is a great way to get to know each other when we don't see each other all that often outside of Surge.
623,Rachel Oh good. I'm glad!
624,Tevin I love that you mentioned breathing as a means of de-stressing. Although simple doing so is incredibly powerful. I shared this resource with another intern:  https://www.mindful.org/a-five-minute-breathing-meditation/
625,Maddie & Ricky- thank you for the positive words it's very encouraging!
626,It was great to see you here. Look forward to keeping in contact! -KS
627,"Great work, Esther! It was great seeing you at the career fair earlier in the year! - JA"
628,Very creative. Look forward to talking in the future! - WQ
629,way to go! loved this description
630,Great job at the car wash! Heard from many others that it was a great success. Feel free to visit my classroom for other fundraising opportunities.
631,Penn State is an amazing school! I'd be more than happy to share my experiences there as a student.
632,Congrats on placing at the semifinals! We love to see students achieving great things in their high school careers. Keep up the good work!
633,"Great job, Eddie! KS"
634,"Great job, Eddie! Kerry"
635,Great to meet you at the fair! Hope to stay in touch. - Mary P.
636,Glad you enjoyed the event! We truly appreciate your service to our nation.
637,"Great job planning this event! I was passing by the HUB and saw a great turnout. Although you experienced some hiccups along the way, you and your team were able to overcome the challenges. Keep it up!"
638,THON is an incredible way to help a community in need. I'm sure your dancer was pleased to have you as her support. Amazing job!
639,"Hi Caroline, great job for initiating this campaign. As a company, we also care about health and safety for our employees! Check out this link to learn more - http://www.pepsico.com/Purpose/Talent-Sustainability/Health-and-Safety . Hope to connect with you soon!"
640,Nice planning! We love seeing students take part in helping college parents. And teamwork is key to successful planning! Keep up the good work.
641,Always happy to see students encouraging others to vote. We certainly need young voters to help move our country forward. Thanks for your efforts! We'll connect in class.
642,This is a great step towards mentorship! Helping others through your own experiences is truly beneficial for them! Always give back when you have the chance. Outstanding work!
643,Great job!
644,Nice work! Have you seen this article?
645,Glad to see you're making yourself aware of another perspective in the interview process. Asking the right questions really does help you find the right fit. Good work! - JD
646,"Great job!  I was able to attend the 2015 Thon as a spectator and it was a singular, fantastic experience.  Energy in the building was off the chart."
647,Congratulations!  There is nothing I like more than the drums in a marching band.
648,I hope you were not crushed by the VW scandal.  Maybe next time you can make a Chevy symbol.  :)
649,Both my daughters did a semester in England and I was able to visit each one of them.  I agree with you that travel opens a part of the mind that stays closed off unless it gets to experience different cultures.
650,Sounds like a fantastic cultural experience.  I have also visited Germany on several occasions.
651,"I was fortunate to attend Thon in 2015 as a spectator when my daughter danced.  I agree with you that it is one of the highlights in my life, the caring and energy in the building was something to behold."
652,"Theory is nice and needed, but isn't it always great to build something and see how it goes?  Also to realize the satisfaction."
653,"Is it as good as the Sandra Bullock movie """"Gravity""""?"
654,"Congrats for becoming involved in Thon, it is truly a fantastic student led enterprise."
655,Thank you for all your service!
656,Where do you find the time?  It would be interesting to hear more about your study abroad experiences.
657,"Thank you for your efforts to beautify the local community. The mission of this organization is wonderful, and your website design is very appealing. Nice work!"
658,Your reflection upon these experiences demonstrates competence that will be valuable to employers.
659,The skills learned from experiences like this will be applicable in many work situations.
660,Very nice to see initiative and follow through on a project that made a difference in the community. Well Done!
661,"First, thank you for being part of such a great cause and making your school and classmates proud. What a great experience and happy to see you take pride in supporting your dancer and the cause."
662,Great to see that you aren't afraid to take risks and welcome the opportunity to learn. Sounds like a memorable experience!
663,"Very nice to see that you are working to gain """"hands-on"""" experience. Learning the technical part is just as important as interacting with clients. Keep up the good work!"
664,"Matthew: You may want to explore Volvo Group North America job opportunities in the U.S. where we make Mack and Volvo brand trucks, Nova transit buses, and Volvo Construction Equipment.
Best of Luck in Whatever Employment Comes Your Way/Skip Yeakel - Principal Engineer"
665,"Andrew: Your resume looks like a good fit for the products that Volvo Group North America makes here in the U.S.  You may want to explore employment opportunities with Mack or Volvo brand trucks, Nova transit buses, Prevost motor coaches, and/or Volvo Construction Equipment.
Best of Luck with Whatever Employment Comes Your Way/Skip Yeakel - Principal Engineer"
666,I like that you didn't just say you gave a speech but said what it was about. A comparison to Finding Nemo! - sounds creative and like something you put time into!
667,Community involvement and volunteer opportunities are great things to be a part of. Taking time out of your own schedule to help others shows you care about individuals in your community.
668,"Great reflection! It seemed like a nice opportunity to go on a hotel show. Maybe you can provide more details about the """"presentation skills"""" you mentioned in the skills tag."
669,"Excellent point about the """"no guarantee"""" mindset! It seems that you learned a lot from your experience."
670,"Excellent! You provided a lot of detail about how you started and run your club, and I found your experiences quite interesting."
671,"THON is an awesome event for the way it brings together the organizers, participants, donors, and families to make a big and positive change in the world. It's an honor to say that you participated!"
672,Great reflection. It seems like it was a nice opportunity to travel with PSHRS.
673,Great reflection! Try to elaborate more on your takeaways from this experience. You’re off to a great start.
674,"Nice detail. Your experiences that span years are great for talking points because they show the things that matter to you, in addition to what you're good at."
675,"This experience sounds like a lot of fun. You got to raise money for a great cause, and bond with your brothers in the process. Good initiative!"
676,"Wow, not only did you get to see the world, but you did it while showcasing your talents! The conversations you have with people while abroad are a special chance to learn about other cultures."
677,I enjoyed reading your reflection! It seemed to be so much fun and you learned a lot.
678,Ha! This reflection certainly stands out! It makes for a good story.
679,Self-awareness is critical to any social interaction. Good reflection.
680,Excellent point! It seems that you learned a lot from your experiences.
681,"Great experience! If I were a recruiter, I would like to know more about you."
682,Great experience! Try to elaborate more on your takeaways from this experience. You’re off to a great start.
683,It seems as though you learned about time management from this experience. Pay attention to one typo in this entry.
684,"It seems you had fun in this experience, and you learned a lot. Try to elaborate more on your takeaways and pay attention to the typos."
685,Excellent! You provided a lot of details and I found your experiences quite interesting.
686,Great reflection. It's great that you took something you are passionate about and made it something that could be shared with others.
687,"It's great that you were able to provide help to people who couldn't help themselves, and did so with great success."
688,"I also started in ME. My reasons for switching were the same, and I likewise now have an HR focus. It is relieving to be studying something that you know is a good fit, especially after starting on a different path."
689,To be able to incorporate a passion like cooking into your future vocation will be rewarding for years to come. Excellent reflection.
690,It sounds like you showed a lot of maturity in accepting the situation and taking the initiative to go about solving it. Good reflection!
691,"That's a crazy experience! Ideally you wouldn't been properly trained over the course of several shifts, but it sounds like you did a great job thinking on your feet."
692,"You could include some more detail, but this does sound like a fun event to see through to its fruition."
693,"Athletics definitely teach a lot of valuable life skills in addition to improving and maintaining good fitness. It sounds like you took even more away from cross country, being a leader on your team."
694,"It sounds like you learned a lot in this experience, and in a gorgeous location. Good marketing relies on knowing your selling points, and it helps to have your own experience backing those selling points."
695,"Nashville is an amazing city, and to handle the navigation required to get there is no small accomplishment if you haven't traveled long distances before. Great reflection!"
696,It's cool that you can point to this experience and say that this is where your interest in hospitality sprang from. Taking time to reflect on experiences such as these is a good way to remind yourself of how you got where you are today.
697,Great reflection. It sounds like you used a great opportunity well.
698,It's cool that you got to see a direct cause and effect for your efforts. Nice job!
699,Traveling alone and for an entire month! That's an incredible experience; good reflection.
700,"Toronto is a cool city, and it must have been especially fun to go there on a whim. That's the first step to it being an adventure, is not knowing exactly what you'll be doing. Taking risks on your way definitely contributed to the value of this experience."
701,"Great job, but please elaborate more."
702,Excellent. It sounds like a great experience to have started a club around a shared interest with others. The food looks really good too.
703,Sometimes the only way to learn is the hard way! Good reflection.
704,"While I can assure you that you're not alone in enjoying running, it's great that you found it to be something so enjoyable. Running is a great hobby for people who like to set goals for themselves, and it will be all the more rewarding for you as you achieve them."
705,"This sounds like it was a great experience, and that you learned a lot. Good job!"
706,Engaging with people in the context of helping them out is always a rewarding experience! Excellent reflection.
707,"It's great that you have the initiative to bring something like your band to life. The logistics of organizing a band don't seem as fun as performing, but your buckling down and doing them shows your passion for something you care about."
708,This is an interesting and unique experience. Great reflection!
709,"Having practical, hands-on skills is something that sets you apart. So does the problem solving you need to use those skills. Great reflection!"
710,"The Smokey Mountains region is gorgeous, and it's great that you were conscious of the value of living within your means by hiking it. Excellent reflection!"
711,"It's great that you got promoted, and in such a short span of time. It's always nice to be recognized for competence on the job, and rewarded accordingly. Great reflection!"
712,"THON is a truly special event, and one that's exclusive to your experience at Penn State. Excellent reflection."
713,Great reflection! It sounds like it was a memorable experience that you learned a lot from.
714,What an adventure! Great details.
715,This is a great reflection! It's awesome that you still keep in touch with the people you participated with.
716,"This sounds like a huge commitment, and one that was hugely rewarding. Excellent job!"
717,"It's great that you got to be involved in THON! It's truly unique to the Penn State experience, and there are so many ways to make a difference. It sounds like you made the most of your first year of involement!"
718,A long term commitment to any activity is admirable. The volunteering experiences and skills you learned along the way are irreplaceable. Great reflection!
719,It's cool that your interest in hospitality has so much personal history to it. Great reflection!
720,This sounds like it was a fun time. Good reflection!
721,"Good experience, but please elaborate some more."
722,"THON is a great experience to have, especially as it is so unique to the Penn State experience. Great reflection!"
723,Studying abroad must have given you a wealth of experiences you wouldn't have had staying in the States. Excellent reflection.
724,Your writing style is enjoyable to read. Good reflection!
725,It's nice you were able to walk away from a loss without letting it get to you. Excellent reflection!
726,This sounds like it was an awesome experience for developing and using your leadership skills. Great job!
727,"This sounds like it was a fun time, and a good way to show other people some of your own background. Great reflection!"
728,Your enthusiasm for your involvements is obvious! Great reflection.
729,It's cool that you were able to take the initiative here and make some real progress. Nice job!
730,Great job! You did well elaborating on your time visiting the west coast.
731,"Wow, you have a great testimony for why you THON. Excellent reflection on your personal experience."
732,"Wow, most people can't say they've saved a life. This is a superb reflection."
733,Marching band is full of lessons that come with it being an extended commitment during high school. Nice work on this reflection.
734,Great reflection. It seems like it was a nice opportunity.
735,It's cool that you can point to a specific experience that made you realize your dream of opening a restaurant. Best of luck as you pursue this dream!
736,It sounds like it was a wonderful trip! Great reflection.
737,You must have learned a lot from this experience. Nice work!
738,"Wow, that must have taken a lot of time and effort! That it went so well is a testament to the careful preparation you put into it. Great reflection."
739,"Sounds like it was a tough decision, but one that you grew from. Great reflection!"
740,Helping others while receiving nothing in return is supremely rewarding. It's great you had this opportunity! Good reflection.
741,It sounds like you learned a valuable lesson from this experience. Nice job!
742,Excellent! It sounds like you learned a lot from this experience.
743,The best motivation for setting goals is succeeding at achieving your previous ones. Great work!
744,"Awesome experience! You provided a lot of details and it seemed like you learned a lot. (Actually I'm going to the Arts Crawl this Friday:) 
PS: Pay attention to few typos"
745,Your experiences sound like they changed the way you understand the definition of boundaries. That kind of insight will certainly be useful as you pursue your future career.
746,I enjoyed reading your reflection. You provided a lot of details and it seemed like you learned a lot!
747,It sounds like you've learned a lot from the experience of running. That kind of insight will certainly be useful as you pursue your future career.
748,Interesting title:) And it sounds like this was a memorable experience.
749,Great reflection! It seemed like a nice opportunity where you got the chance to sharpen your presentation skills and network with people.
750,Great reflection! It seems like you learned a lot from your experience of swimming. Pay attention to few typos though.
751,"Your experiences sound like they changed the way you understand how to build on your leadership, which will certainly be useful as you pursue your future career."
752,Awesome experiences! Try to elaborate more on your takeaways from this experience. You’re off to a great start.
753,It is so cool that you've been a volunteer for Obama Campaign! Try to elaborate more on your takeaways from this experience.
754,I enjoyed reading your reflection. It seemed like you learned a lot from this trip. Pay attention to few typos though.
755,Excellent reflection! I like how you elaborated your experience as a yearbook staff and that experience will definitely be helpful for your future career.
756,"Great experience! Also, it looks like you've learned a lot, which could definitely be useful for your future career."
757,"Great experience! Try to elaborate more on your takeaways from this experience. Also, pay attention to few typos."
758,"Great reflection! It sounds like you learned a lot in this experience, which for sure will be helpful for future career."
759,Nice reflection! You provided a lot of details. Try to elaborate more on your takeaways from this experience.
760,"It seems like you had a fun experience, and you learned a lot."
761,I enjoyed reading your reflection. It seems like you learned a lot.
762,Very well structured post. Your portfolio is coming along well.
763,Try to elaborate more on your takeaways from this experience. You're off to a great start!
764,"Excellent reflection, you provided a lot of detail and I found your experiences quite interesting."
